No.,Time,Source,Destination,Protocol,Length,Info
2,0.103239,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=1 Ack=1 Win=510 Len=1440 [TCP segment of a reassembled PDU]
3,0.103368,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=2881 Ack=1 Win=510 Len=1440 [TCP segment of a reassembled PDU]
4,0.103393,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=1 Ack=1441 Win=4162 Len=0 SLE=2881 SRE=4321
5,0.103473,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=5761 Ack=1 Win=510 Len=1440 [TCP segment of a reassembled PDU]
6,0.103487,10.200.52.16,18.64.141.129,TCP,74,[TCP Dup ACK 4#1] 62984  >  443 [ACK] Seq=1 Ack=1441 Win=4162 Len=0 SLE=5761 SRE=7201 SLE=2881 SRE=4321
7,0.103589,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=1441 Ack=1 Win=510 Len=1440 [TCP segment of a reassembled PDU]
8,0.103606,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=1 Ack=4321 Win=4162 Len=0 SLE=5761 SRE=7201
9,0.103712,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=4321 Ack=1 Win=510 Len=1440 [TCP segment of a reassembled PDU]
10,0.103729,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1 Ack=7201 Win=4162 Len=0
11,0.103778,18.64.141.129,10.200.52.16,TCP,799,"443  >  62984 [PSH, ACK] Seq=7201 Ack=1 Win=510 Len=745 [TCP segment of a reassembled PDU]"
12,0.103793,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1 Ack=7946 Win=4159 Len=0
13,0.104344,10.200.52.16,18.64.141.129,TCP,89,"62984  >  443 [PSH, ACK] Seq=1 Ack=7946 Win=4159 Len=35 [TCP segment of a reassembled PDU]"
14,0.120827,18.64.141.129,10.200.52.16,TCP,60,443  >  62984 [ACK] Seq=7946 Ack=36 Win=510 Len=0
15,0.252237,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=9386 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
16,0.252237,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=10826 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
17,0.252339,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 12#1] 62984  >  443 [ACK] Seq=36 Ack=7946 Win=4159 Len=0 SLE=9386 SRE=12266
18,0.252456,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=7946 Ack=36 Win=510 Len=1440
19,0.252456,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=12266 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
20,0.252546,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=12266 Win=4162 Len=0
21,0.252681,18.64.141.129,10.200.52.16,TCP,1494,"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=16586 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]"
22,0.252681,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=13706 Ack=36 Win=510 Len=1440
23,0.252779,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=36 Ack=13706 Win=4162 Len=0 SLE=16586 SRE=18026
24,0.252811,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=36 Ack=15146 Win=4162 Len=0 SLE=16586 SRE=18026
25,0.252972,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=15146 Ack=36 Win=510 Len=1440
26,0.252972,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=18026 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
27,0.252972,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=20906 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
28,0.253072,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=18026 Win=4162 Len=0
29,0.253135,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=36 Ack=19466 Win=4162 Len=0 SLE=20906 SRE=22346
30,0.253537,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=19466 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
31,0.253537,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=22346 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
32,0.253537,18.64.141.129,10.200.52.16,TCP,620,"443  >  62984 [PSH, ACK] Seq=23786 Ack=36 Win=510 Len=566 [TCP segment of a reassembled PDU]"
33,0.253537,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=24352 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
34,0.253537,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=25792 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
35,0.253655,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=22346 Win=4162 Len=0
36,0.253699,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=27232 Win=4162 Len=0
37,0.253787,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=27232 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
38,0.253787,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=28672 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
39,0.253825,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=30112 Win=4162 Len=0
40,0.253953,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=31552 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
41,0.254,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 39#1] 62984  >  443 [ACK] Seq=36 Ack=30112 Win=4162 Len=0 SLE=31552 SRE=32992
42,0.254179,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=30112 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
43,0.254246,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=32992 Win=4162 Len=0
44,0.254364,18.64.141.129,10.200.52.16,TCP,1494,"443  >  62984 [PSH, ACK] Seq=32992 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]"
45,0.254575,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=34432 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
46,0.254623,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=35872 Win=4162 Len=0
47,0.254712,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=35872 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
48,0.254802,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=37312 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
49,0.254857,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=38752 Win=4162 Len=0
50,0.25494,18.64.141.129,10.200.52.16,TCP,1295,"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=41632 Ack=36 Win=510 Len=1241 [TCP segment of a reassembled PDU]"
51,0.25498,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 49#1] 62984  >  443 [ACK] Seq=36 Ack=38752 Win=4162 Len=0 SLE=41632 SRE=42873
52,0.255067,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=38752 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
53,0.255113,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=36 Ack=40192 Win=4162 Len=0 SLE=41632 SRE=42873
54,0.255197,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=40192 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
55,0.255236,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=42873 Win=4162 Len=0
56,0.312956,13.107.42.14,10.200.52.16,TLSv1.2,100,Application Data
57,0.314986,10.200.52.16,13.107.42.14,TLSv1.2,96,Application Data
58,0.315099,10.200.52.16,13.107.42.14,TLSv1.2,96,Application Data
59,0.336782,13.107.42.14,10.200.52.16,TCP,60,443  >  62625 [ACK] Seq=47 Ack=85 Win=16383 Len=0
60,0.401502,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=42873 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
61,0.401502,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=50073 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
62,0.40155,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=36 Ack=44313 Win=4162 Len=0 SLE=50073 SRE=51513
63,0.401591,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=44313 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
64,0.401622,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=36 Ack=45753 Win=4162 Len=0 SLE=50073 SRE=51513
65,0.401682,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=45753 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
66,0.401722,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=36 Ack=47193 Win=4162 Len=0 SLE=50073 SRE=51513
67,0.401828,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=47193 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
68,0.401866,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=36 Ack=48633 Win=4162 Len=0 SLE=50073 SRE=51513
69,0.40192,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=48633 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
70,0.401947,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=51513 Win=4162 Len=0
71,0.402656,18.64.141.129,10.200.52.16,TCP,1494,"443  >  62984 [PSH, ACK] Seq=51513 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]"
72,0.402656,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=52953 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
73,0.402697,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=54393 Win=4162 Len=0
74,0.40287,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=55833 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
75,0.40287,18.64.141.129,10.200.52.16,TCP,620,"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=58713 Ack=36 Win=510 Len=566 [TCP segment of a reassembled PDU]"
76,0.402906,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 73#1] 62984  >  443 [ACK] Seq=36 Ack=54393 Win=4162 Len=0 SLE=55833 SRE=57273
77,0.402916,10.200.52.16,18.64.141.129,TCP,74,[TCP Dup ACK 73#2] 62984  >  443 [ACK] Seq=36 Ack=54393 Win=4162 Len=0 SLE=58713 SRE=59279 SLE=55833 SRE=57273
78,0.402967,18.64.141.129,10.200.52.16,TCP,1494,[TCP Fast Retransmission] 443  >  62984 [ACK] Seq=54393 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
79,0.402995,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=36 Ack=57273 Win=4162 Len=0 SLE=58713 SRE=59279
80,0.40321,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=57273 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
81,0.40321,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=59279 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
82,0.403252,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=59279 Win=4162 Len=0
83,0.403264,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=60719 Win=4162 Len=0
84,0.403473,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=60719 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
85,0.403473,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=63599 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
86,0.40354,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=36 Ack=62159 Win=4162 Len=0 SLE=63599 SRE=65039
87,0.40365,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=62159 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
88,0.403692,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=65039 Win=4162 Len=0
89,0.403793,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=65039 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
90,0.403818,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=66479 Win=4162 Len=0
91,0.403931,18.64.141.129,10.200.52.16,TCP,1494,"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=67919 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]"
92,0.403949,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 90#1] 62984  >  443 [ACK] Seq=36 Ack=66479 Win=4162 Len=0 SLE=67919 SRE=69359
93,0.404043,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=66479 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
94,0.404063,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=69359 Win=4162 Len=0
95,0.404174,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=69359 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
96,0.404298,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=70799 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
97,0.404315,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=72239 Win=4162 Len=0
98,0.404426,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=75119 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
99,0.404441,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 97#1] 62984  >  443 [ACK] Seq=36 Ack=72239 Win=4162 Len=0 SLE=75119 SRE=76559
100,0.404526,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=72239 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
101,0.404544,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=36 Ack=73679 Win=4162 Len=0 SLE=75119 SRE=76559
102,0.404699,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=76559 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
103,0.404718,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 101#1] 62984  >  443 [ACK] Seq=36 Ack=73679 Win=4162 Len=0 SLE=75119 SRE=77999
104,0.404763,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=73679 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
105,0.404788,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=77999 Win=4162 Len=0
106,0.404908,18.64.141.129,10.200.52.16,TCP,1494,"443  >  62984 [PSH, ACK] Seq=77999 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]"
107,0.404995,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=80879 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
108,0.405017,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=36 Ack=79439 Win=4162 Len=0 SLE=80879 SRE=82319
109,0.405165,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=79439 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
110,0.405186,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=82319 Win=4162 Len=0
111,0.405295,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=82319 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
112,0.405313,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=83759 Win=4162 Len=0
113,0.405421,18.64.141.129,10.200.52.16,TCP,1494,"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=88079 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]"
114,0.405434,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 112#1] 62984  >  443 [ACK] Seq=36 Ack=83759 Win=4162 Len=0 SLE=88079 SRE=89519
115,0.405509,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=83759 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
116,0.405521,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=36 Ack=85199 Win=4162 Len=0 SLE=88079 SRE=89519
117,0.405668,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=85199 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
118,0.40568,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=36 Ack=86639 Win=4162 Len=0 SLE=88079 SRE=89519
119,0.405758,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=86639 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
120,0.405771,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=89519 Win=4162 Len=0
121,0.406875,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=89519 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
122,0.407001,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=90959 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
123,0.407017,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=92399 Win=4162 Len=0
124,0.407142,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=92399 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
125,0.407234,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=95279 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
126,0.40725,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=36 Ack=93839 Win=4162 Len=0 SLE=95279 SRE=96719
127,0.407346,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=93839 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
128,0.407364,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=96719 Win=4162 Len=0
129,0.407653,18.64.141.129,10.200.52.16,TCP,1494,"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=98159 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]"
130,0.407668,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 128#1] 62984  >  443 [ACK] Seq=36 Ack=96719 Win=4162 Len=0 SLE=98159 SRE=99599
131,0.40773,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=96719 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
132,0.407743,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=99599 Win=4162 Len=0
133,0.408309,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=99599 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
134,0.408328,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=101039 Win=4162 Len=0
135,0.408422,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=101039 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
136,0.40852,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=102479 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
137,0.408536,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=103919 Win=4162 Len=0
138,0.40866,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=103919 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
139,0.40891,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=105359 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
140,0.408927,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=36 Ack=106799 Win=4162 Len=0
141,0.409028,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=106799 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
142,0.409151,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=109679 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
143,0.409163,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=36 Ack=108239 Win=4162 Len=0 SLE=109679 SRE=111119
144,0.409277,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=111119 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
145,0.409285,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 143#1] 62984  >  443 [ACK] Seq=36 Ack=108239 Win=4162 Len=0 SLE=109679 SRE=112559
146,0.40941,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=112559 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
147,0.40942,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 143#2] 62984  >  443 [ACK] Seq=36 Ack=108239 Win=4162 Len=0 SLE=109679 SRE=113999
148,0.409532,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=113999 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
149,0.409539,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 143#3] 62984  >  443 [ACK] Seq=36 Ack=108239 Win=4162 Len=0 SLE=109679 SRE=115439
150,0.409692,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=115439 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
151,0.409699,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 143#4] 62984  >  443 [ACK] Seq=36 Ack=108239 Win=4162 Len=0 SLE=109679 SRE=116879
152,0.409821,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=116879 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
153,0.409828,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 143#5] 62984  >  443 [ACK] Seq=36 Ack=108239 Win=4162 Len=0 SLE=109679 SRE=118319
154,0.409944,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=119759 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
155,0.409951,10.200.52.16,18.64.141.129,TCP,74,[TCP Dup ACK 143#6] 62984  >  443 [ACK] Seq=36 Ack=108239 Win=4162 Len=0 SLE=119759 SRE=121199 SLE=109679 SRE=118319
156,0.410074,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=121199 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
157,0.410081,10.200.52.16,18.64.141.129,TCP,74,[TCP Dup ACK 143#7] 62984  >  443 [ACK] Seq=36 Ack=108239 Win=4162 Len=0 SLE=119759 SRE=122639 SLE=109679 SRE=118319
158,0.410203,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=125519 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
159,0.410209,10.200.52.16,18.64.141.129,TCP,82,[TCP Dup ACK 143#8] 62984  >  443 [ACK] Seq=36 Ack=108239 Win=4162 Len=0 SLE=125519 SRE=126959 SLE=119759 SRE=122639 SLE=109679 SRE=118319
160,0.410333,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=122639 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
161,0.410341,10.200.52.16,18.64.141.129,TCP,82,[TCP Dup ACK 143#9] 62984  >  443 [ACK] Seq=36 Ack=108239 Win=4162 Len=0 SLE=119759 SRE=124079 SLE=125519 SRE=126959 SLE=109679 SRE=118319
162,0.410464,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=126959 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
163,0.410471,10.200.52.16,18.64.141.129,TCP,82,[TCP Dup ACK 143#10] 62984  >  443 [ACK] Seq=36 Ack=108239 Win=4162 Len=0 SLE=125519 SRE=128399 SLE=119759 SRE=124079 SLE=109679 SRE=118319
164,0.410593,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=124079 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
165,0.4106,10.200.52.16,18.64.141.129,TCP,74,[TCP Dup ACK 143#11] 62984  >  443 [ACK] Seq=36 Ack=108239 Win=4162 Len=0 SLE=119759 SRE=128399 SLE=109679 SRE=118319
