No.,Time,Source,Destination,Protocol,Length,Info
2929,30.438901,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=1966824 Win=4162 Len=0
2930,30.438983,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=1966824 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2931,30.439149,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=1968264 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2932,30.439149,18.64.141.129,10.200.52.16,TCP,620,"443  >  62984 [PSH, ACK] Seq=1969704 Ack=1953 Win=517 Len=566 [TCP segment of a reassembled PDU]"
2933,30.439178,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=1970270 Win=4162 Len=0
2934,30.439299,18.64.141.129,10.200.52.16,TCP,729,"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=1971710 Ack=1953 Win=517 Len=675 [TCP segment of a reassembled PDU]"
2935,30.43932,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 2933#1] 62984  >  443 [ACK] Seq=1953 Ack=1970270 Win=4162 Len=0 SLE=1971710 SRE=1972385
2936,30.439351,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=1970270 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2937,30.439372,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=1972385 Win=4162 Len=0
2938,30.449575,13.107.6.158,10.200.52.16,TCP,60,443  >  63586 [ACK] Seq=5629 Ack=3126 Win=16381 Len=0
2939,30.449575,13.107.6.158,10.200.52.16,TCP,60,443  >  63586 [ACK] Seq=5629 Ack=3214 Win=16381 Len=0
2940,30.522454,172.217.19.170,10.200.52.16,UDP,202,443  >  55662 Len=160
2941,30.527792,10.200.52.16,172.217.19.170,UDP,75,55662  >  443 Len=33
2942,30.530766,20.207.199.231,10.200.52.16,TCP,60,443  >  63525 [ACK] Seq=3185 Ack=2129 Win=2053 Len=0
2943,30.530766,20.207.199.231,10.200.52.16,TLSv1.2,96,Application Data
2944,30.549864,20.207.199.231,10.200.52.16,TCP,1514,443  >  63525 [ACK] Seq=3227 Ack=2129 Win=2053 Len=1460 [TCP segment of a reassembled PDU]
2945,30.549864,20.207.199.231,10.200.52.16,TLSv1.2,370,Application Data
2946,30.549864,20.207.199.231,10.200.52.16,TLSv1.2,92,Application Data
2947,30.549955,10.200.52.16,20.207.199.231,TCP,54,63525  >  443 [ACK] Seq=2129 Ack=5041 Win=517 Len=0
2948,30.585593,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=1972385 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2949,30.585593,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=1975265 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2950,30.585685,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=1953 Ack=1973825 Win=4162 Len=0 SLE=1975265 SRE=1976705
2951,30.585919,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=1978145 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2952,30.585919,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=1979585 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2953,30.585986,10.200.52.16,18.64.141.129,TCP,74,[TCP Dup ACK 2950#1] 62984  >  443 [ACK] Seq=1953 Ack=1973825 Win=4162 Len=0 SLE=1978145 SRE=1981025 SLE=1975265 SRE=1976705
2954,30.586077,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=1973825 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2955,30.586077,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=1976705 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2956,30.586146,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=1953 Ack=1976705 Win=4162 Len=0 SLE=1978145 SRE=1981025
2957,30.586179,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=1981025 Win=4162 Len=0
2958,30.586324,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=1981025 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2959,30.586378,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=1982465 Win=4162 Len=0
2960,30.586476,18.64.141.129,10.200.52.16,TCP,1494,"443  >  62984 [PSH, ACK] Seq=1982465 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]"
2961,30.586601,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=1983905 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2962,30.586649,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=1985345 Win=4162 Len=0
2963,30.586709,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=1985345 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2964,30.586985,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=1986785 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2965,30.587037,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=1988225 Win=4162 Len=0
2966,30.58718,18.64.141.129,10.200.52.16,TCP,620,"443  >  62984 [PSH, ACK] Seq=1988225 Ack=1953 Win=517 Len=566 [TCP segment of a reassembled PDU]"
2967,30.587259,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=1988791 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2968,30.587283,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=1990231 Win=4162 Len=0
2969,30.587478,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=1990231 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2970,30.587742,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=1991671 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2971,30.587742,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=1993111 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2972,30.587797,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=1994551 Win=4162 Len=0
2973,30.587935,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=1994551 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2974,30.587973,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=1995991 Win=4162 Len=0
2975,30.588094,18.64.141.129,10.200.52.16,TCP,1494,"443  >  62984 [PSH, ACK] Seq=1995991 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]"
2976,30.588159,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=1997431 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2977,30.588182,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=1998871 Win=4162 Len=0
2978,30.588352,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=2003191 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2979,30.588403,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 2977#1] 62984  >  443 [ACK] Seq=1953 Ack=1998871 Win=4162 Len=0 SLE=2003191 SRE=2004631
2980,30.588475,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=1998871 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2981,30.588475,18.64.141.129,10.200.52.16,TCP,620,"443  >  62984 [PSH, ACK] Seq=2004631 Ack=1953 Win=517 Len=566 [TCP segment of a reassembled PDU]"
2982,30.58852,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=1953 Ack=2000311 Win=4162 Len=0 SLE=2003191 SRE=2004631
2983,30.58854,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 2982#1] 62984  >  443 [ACK] Seq=1953 Ack=2000311 Win=4162 Len=0 SLE=2003191 SRE=2005197
2984,30.588614,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2000311 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2985,30.588647,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=1953 Ack=2001751 Win=4162 Len=0 SLE=2003191 SRE=2005197
2986,30.588799,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2001751 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2987,30.58884,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2005197 Win=4162 Len=0
2988,30.589245,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2005197 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2989,30.589245,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2006637 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2990,30.589245,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=2010957 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2991,30.58933,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=1953 Ack=2008077 Win=4162 Len=0 SLE=2010957 SRE=2012397
2992,30.589508,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2008077 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2993,30.589508,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2009517 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2994,30.589558,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2012397 Win=4162 Len=0
2995,30.589721,18.64.141.129,10.200.52.16,TCP,1494,"443  >  62984 [PSH, ACK] Seq=2012397 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]"
2996,30.589721,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2013837 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
2997,30.589759,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2015277 Win=4162 Len=0
2998,30.589829,18.64.141.129,10.200.52.16,TCP,1494,"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=2021037 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]"
2999,30.589855,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 2997#1] 62984  >  443 [ACK] Seq=1953 Ack=2015277 Win=4162 Len=0 SLE=2021037 SRE=2022477
3000,30.590018,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2015277 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3001,30.590068,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=1953 Ack=2016717 Win=4162 Len=0 SLE=2021037 SRE=2022477
3002,30.590308,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2016717 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3003,30.590308,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2018157 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3004,30.590353,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=1953 Ack=2019597 Win=4162 Len=0 SLE=2021037 SRE=2022477
3005,30.590437,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2019597 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3006,30.590437,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2022477 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3007,30.590473,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2022477 Win=4162 Len=0
3008,30.590677,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=2026797 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3009,30.590743,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=1953 Ack=2023917 Win=4162 Len=0 SLE=2026797 SRE=2028237
3010,30.59103,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2028237 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3011,30.59103,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2023917 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3012,30.59103,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2025357 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3013,30.591094,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 3009#1] 62984  >  443 [ACK] Seq=1953 Ack=2023917 Win=4162 Len=0 SLE=2026797 SRE=2029677
3014,30.591161,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2029677 Win=4162 Len=0
3015,30.591318,18.64.141.129,10.200.52.16,TCP,1494,"443  >  62984 [PSH, ACK] Seq=2029677 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]"
3016,30.591318,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=2032557 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3017,30.591318,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2033997 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3018,30.591387,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=1953 Ack=2031117 Win=4162 Len=0 SLE=2032557 SRE=2035437
3019,30.591462,18.64.141.129,10.200.52.16,TCP,1494,"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=2038317 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]"
3020,30.591488,10.200.52.16,18.64.141.129,TCP,74,[TCP Dup ACK 3018#1] 62984  >  443 [ACK] Seq=1953 Ack=2031117 Win=4162 Len=0 SLE=2038317 SRE=2039757 SLE=2032557 SRE=2035437
3021,30.591592,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2031117 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3022,30.591624,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=1953 Ack=2035437 Win=4162 Len=0 SLE=2038317 SRE=2039757
3023,30.591839,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2035437 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3024,30.591839,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2036877 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3025,30.59188,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2039757 Win=4162 Len=0
3026,30.59196,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2039757 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3027,30.592041,18.64.141.129,10.200.52.16,TCP,1065,"443  >  62984 [PSH, ACK] Seq=2041197 Ack=1953 Win=517 Len=1011 [TCP segment of a reassembled PDU]"
3028,30.592072,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2042208 Win=4162 Len=0
3029,30.736065,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2042208 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3030,30.736065,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2043648 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3031,30.736065,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2045088 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3032,30.736149,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2046528 Win=4162 Len=0
3033,30.736359,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2046528 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3034,30.736359,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2047968 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3035,30.736417,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2049408 Win=4162 Len=0
3036,30.736513,18.64.141.129,10.200.52.16,TCP,1494,"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=2052288 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]"
3037,30.736558,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 3035#1] 62984  >  443 [ACK] Seq=1953 Ack=2049408 Win=4162 Len=0 SLE=2052288 SRE=2053728
3038,30.736675,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2049408 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3039,30.736675,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2050848 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3040,30.736734,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2053728 Win=4162 Len=0
3041,30.736924,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2053728 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3042,30.736924,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2055168 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3043,30.736984,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2056608 Win=4162 Len=0
3044,30.737078,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2056608 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3045,30.737113,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2058048 Win=4162 Len=0
3046,30.737204,18.64.141.129,10.200.52.16,TCP,620,"443  >  62984 [PSH, ACK] Seq=2058048 Ack=1953 Win=517 Len=566 [TCP segment of a reassembled PDU]"
3047,30.737263,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2058614 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3048,30.737283,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2060054 Win=4162 Len=0
3049,30.737344,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2060054 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3050,30.737554,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2061494 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3051,30.737603,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2062934 Win=4162 Len=0
3052,30.737818,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=2064374 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3053,30.737818,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2062934 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3054,30.737862,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 3051#1] 62984  >  443 [ACK] Seq=1953 Ack=2062934 Win=4162 Len=0 SLE=2064374 SRE=2065814
3055,30.737895,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2065814 Win=4162 Len=0
3056,30.73797,18.64.141.129,10.200.52.16,TCP,1494,"443  >  62984 [PSH, ACK] Seq=2065814 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]"
3057,30.738041,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2067254 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3058,30.738069,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2068694 Win=4162 Len=0
3059,30.738138,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2068694 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3060,30.738138,18.64.141.129,10.200.52.16,TCP,262,"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=2074454 Ack=1953 Win=517 Len=208 [TCP segment of a reassembled PDU]"
3061,30.738179,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=1953 Ack=2070134 Win=4162 Len=0 SLE=2074454 SRE=2074662
3062,30.738275,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2070134 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3063,30.738311,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=1953 Ack=2071574 Win=4162 Len=0 SLE=2074454 SRE=2074662
3064,30.738536,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2071574 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3065,30.738536,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2073014 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3066,30.738595,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2074662 Win=4162 Len=0
3067,30.73867,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2074662 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3068,30.738708,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2076102 Win=4162 Len=0
3069,30.739327,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2076102 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3070,30.739327,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=2078982 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3071,30.739327,18.64.141.129,10.200.52.16,TCP,1494,"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=2081862 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]"
3072,30.739327,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2077542 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3073,30.739327,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2080422 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3074,30.739431,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=1953 Ack=2077542 Win=4162 Len=0 SLE=2078982 SRE=2080422
3075,30.739458,10.200.52.16,18.64.141.129,TCP,74,[TCP Dup ACK 3074#1] 62984  >  443 [ACK] Seq=1953 Ack=2077542 Win=4162 Len=0 SLE=2081862 SRE=2083302 SLE=2078982 SRE=2080422
3076,30.739473,10.200.52.16,18.64.141.129,TCP,66,62984  >  443 [ACK] Seq=1953 Ack=2080422 Win=4162 Len=0 SLE=2081862 SRE=2083302
3077,30.739487,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2083302 Win=4162 Len=0
3078,30.739571,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2083302 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3079,30.739571,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2084742 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3080,30.7396,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2086182 Win=4162 Len=0
3081,30.739704,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2086182 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3082,30.739734,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2087622 Win=4162 Len=0
3083,30.739797,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2087622 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3084,30.739972,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2089062 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3085,30.740025,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2090502 Win=4162 Len=0
3086,30.740099,18.64.141.129,10.200.52.16,TCP,1494,"443  >  62984 [PSH, ACK] Seq=2090502 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]"
3087,30.74017,18.64.141.129,10.200.52.16,TCP,1494,443  >  62984 [ACK] Seq=2091942 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3088,30.740193,10.200.52.16,18.64.141.129,TCP,54,62984  >  443 [ACK] Seq=1953 Ack=2093382 Win=4162 Len=0
3089,30.740316,18.64.141.129,10.200.52.16,TCP,1494,[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=2094822 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
3090,30.740347,10.200.52.16,18.64.141.129,TCP,66,[TCP Dup ACK 3088#1] 62984  >  443 [ACK] Seq=1953 Ack=2093382 Win=4162 Len=0 SLE=2094822 SRE=2096262
3091,30.740472,18.64.141.129,10.200.52.16,TCP,1494,[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=2093382 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
