No.,Time,Source,Destination,Protocol,Length,URLs
20382,226.114742,10.200.52.16,8.8.4.4,TCP,54,[]
13645,140.77354,10.200.52.16,18.64.141.129,TCP,54,[]
14250,150.767956,10.200.52.16,18.64.141.129,TCP,54,[]
14007,140.9449,18.64.141.129,10.200.52.16,TCP,1494,[]
11522,120.48562,10.200.52.16,18.64.141.129,TCP,54,[]
15512,160.956534,18.64.141.129,10.200.52.16,TCP,1494,[]
4605,41.747073,18.64.141.129,10.200.52.16,TCP,1494,[]
3397,31.047108,18.64.141.129,10.200.52.16,TCP,1494,[]
6148,51.531708,10.200.52.16,8.8.4.4,TCP,66,[]
7469,70.630896,18.64.141.129,10.200.52.16,TCP,1494,[]
15294,160.931255,18.64.141.129,10.200.52.16,TCP,1494,[]
30,0.253537,18.64.141.129,10.200.52.16,TCP,1494,[]
521,0.719856,10.200.52.16,18.64.141.129,TCP,74,[]
6129,51.371543,Cisco_4e:62:09,CDP/VTP/DTP/PAgP/UDLD,DTP,60,[]
18202,200.772082,18.64.141.129,10.200.52.16,TCP,1494,[]
15296,160.931357,10.200.52.16,18.64.141.129,TCP,66,[]
16907,181.161021,10.200.52.16,18.64.141.129,TCP,54,[]
132,0.407743,10.200.52.16,18.64.141.129,TCP,54,[]
20300,221.073946,18.64.141.129,10.200.52.16,TCP,1494,[]
4644,41.771622,10.200.52.16,18.64.141.129,TCP,54,[]
5525,50.828144,104.18.2.161,10.200.52.16,UDP,1242,[]
14165,150.617207,18.64.141.129,10.200.52.16,TCP,1494,[]
3818,38.100547,10.200.52.16,13.107.6.158,TLSv1.2,159,[]
16361,170.897831,10.200.52.16,18.64.141.129,TCP,66,[]
11213,110.943991,18.64.141.129,10.200.52.16,TCP,1494,[]
18055,192.16226,18.64.141.129,10.200.52.16,TCP,1494,[]
20239,221.053073,10.200.52.16,18.64.141.129,TCP,66,[]
4827,45.361667,10.200.52.16,13.107.42.14,TLSv1.2,96,[]
9513,90.980209,18.64.141.129,10.200.52.16,TCP,1494,[]
6175,51.602834,10.200.52.16,8.8.4.4,TCP,54,[]
5529,50.829292,10.200.52.16,18.64.141.129,TCP,54,[]
10713,110.617034,10.200.52.16,18.64.141.129,TCP,54,[]
16193,170.890592,18.64.141.129,10.200.52.16,TCP,1494,[]
8853,81.242821,10.200.52.16,18.64.141.129,TCP,66,[]
1980,20.763894,10.200.52.16,18.64.141.129,TCP,54,[]
8871,81.262469,18.64.141.129,10.200.52.16,TCP,1494,[]
13031,131.289388,18.64.141.129,10.200.52.16,TCP,1494,[]
8630,81.179822,10.200.52.16,18.64.141.129,TCP,54,[]
20158,221.024222,18.64.141.129,10.200.52.16,TCP,1494,[]
11051,110.923496,10.200.52.16,18.64.141.129,TCP,54,[]
13465,140.748736,18.64.141.129,10.200.52.16,TCP,1494,[]
8064,71.869931,172.217.19.202,10.200.52.16,UDP,199,[]
13364,140.598938,10.200.52.16,18.64.141.129,TCP,54,[]
16932,181.164536,18.64.141.129,10.200.52.16,TCP,1494,[]
19746,220.649021,10.200.52.16,18.64.141.129,TCP,54,[]
3598,31.065479,18.64.141.129,10.200.52.16,TCP,1494,[]
6325,52.287344,172.217.19.202,10.200.52.16,UDP,67,[]
19245,211.020006,18.64.141.129,10.200.52.16,TCP,1494,[]
2202,20.915664,18.64.141.129,10.200.52.16,TCP,1494,[]
8375,80.994592,18.64.141.129,10.200.52.16,TCP,1494,[]
7785,70.950022,18.64.141.129,10.200.52.16,TCP,1494,[]
1580,10.807779,18.64.141.129,10.200.52.16,TCP,1494,[]
4399,41.594631,18.64.141.129,10.200.52.16,TCP,1494,[]
8247,80.714574,18.64.141.129,10.200.52.16,TCP,1494,[]
18843,203.031595,66.102.1.188,10.200.52.16,TCP,66,[]
2327,20.926071,18.64.141.129,10.200.52.16,TCP,1494,[]
20072,220.981778,18.64.141.129,10.200.52.16,TCP,1494,[]
17018,181.174632,18.64.141.129,10.200.52.16,TCP,1494,[]
10441,101.243943,18.64.141.129,10.200.52.16,TCP,1494,[]
9264,90.822458,10.200.52.16,18.64.141.129,TCP,54,[]
11864,120.939932,10.200.52.16,18.64.141.129,TCP,54,[]
11546,120.488243,10.200.52.16,18.64.141.129,TCP,66,[]
10181,101.1765,18.64.141.129,10.200.52.16,TCP,1494,[]
12651,131.163544,18.64.141.129,10.200.52.16,TCP,1494,[]
17538,190.879887,10.200.52.16,18.64.141.129,TCP,82,[]
7542,70.776652,10.200.52.16,18.64.141.129,TCP,54,[]
764,0.850809,18.64.141.129,10.200.52.16,TCP,1494,[]
15145,160.788209,18.64.141.129,10.200.52.16,TCP,1494,[]
5925,51.055798,18.64.141.129,10.200.52.16,TCP,1494,[]
10127,101.146863,10.200.52.16,18.64.141.129,TCP,74,[]
8143,76.209264,142.250.181.46,10.200.52.16,UDP,67,[]
18162,200.684293,18.64.141.129,10.200.52.16,TCP,1494,[]
6865,60.743191,10.200.52.16,18.64.141.129,TCP,54,[]
7734,70.934292,10.200.52.16,18.64.141.129,TCP,54,[]
5067,48.018587,Cisco_07:9d:d9,Spanning-tree-(for-bridges)_00,STP,64,[]
6841,60.735292,18.64.141.129,10.200.52.16,TCP,1494,[]
19652,214.463976,172.217.17.46,10.200.52.16,UDP,70,[]
7595,70.796376,18.64.141.129,10.200.52.16,TCP,1494,[]
8798,81.227634,10.200.52.16,18.64.141.129,TCP,54,[]
14816,151.005647,10.200.52.16,18.64.141.129,TCP,54,[]
2770,23.064417,13.107.6.158,10.200.52.16,TLSv1.2,92,[]
389,0.70381,18.64.141.129,10.200.52.16,TCP,1494,[]
1954,20.761811,10.200.52.16,18.64.141.129,TCP,54,[]
16580,180.859009,18.64.141.129,10.200.52.16,TCP,1494,[]
13295,140.447135,10.200.52.16,18.64.141.129,TCP,66,[]
20268,221.063863,18.64.141.129,10.200.52.16,TCP,1494,[]
17660,191.154322,18.64.141.129,10.200.52.16,TCP,1494,[]
18241,200.861073,10.200.52.16,18.64.141.129,TCP,54,[]
12939,131.241396,142.250.181.46,10.200.52.16,UDP,670,[]
316,0.562356,18.64.141.129,10.200.52.16,TCP,1494,[]
2005,20.766044,18.64.141.129,10.200.52.16,TCP,1494,[]
8057,71.026569,18.64.141.129,10.200.52.16,TCP,542,[]
414,0.707115,18.64.141.129,10.200.52.16,TCP,1494,[]
17368,190.470766,18.64.141.129,10.200.52.16,TCP,1494,[]
7473,70.631728,10.200.52.16,18.64.141.129,TCP,54,[]
14336,150.777992,18.64.141.129,10.200.52.16,TCP,1494,[]
18856,210.312512,13.107.42.14,10.200.52.16,TLSv1.2,100,[]
6626,58.051227,10.200.52.16,172.217.17.46,UDP,396,[]
6087,51.166342,10.200.52.16,104.18.2.161,UDP,86,[]
3384,31.046426,18.64.141.129,10.200.52.16,TCP,1494,[]
7301,61.09759,18.64.141.129,10.200.52.16,TCP,1494,[]
14783,150.960621,10.200.52.16,18.64.141.129,TCP,82,[]
9125,90.792226,18.64.141.129,10.200.52.16,TCP,1494,[]
13395,140.602474,10.200.52.16,18.64.141.129,TCP,54,[]
606,0.726654,18.64.141.129,10.200.52.16,TCP,1494,[]
16,0.252237,18.64.141.129,10.200.52.16,TCP,1494,[]
10370,101.200404,10.200.52.16,18.64.141.129,TCP,54,[]
9832,100.845488,18.64.141.129,10.200.52.16,TCP,1494,[]
6413,53.291992,104.18.2.161,10.200.52.16,UDP,1242,[]
11765,120.801344,18.64.141.129,10.200.52.16,TCP,1494,[]
11833,120.813677,18.64.141.129,10.200.52.16,TCP,1494,[]
20303,221.075047,18.64.141.129,10.200.52.16,TCP,1494,[]
5767,50.996422,18.64.141.129,10.200.52.16,TCP,1494,[]
3050,30.737554,18.64.141.129,10.200.52.16,TCP,1494,[]
7729,70.932938,18.64.141.129,10.200.52.16,TCP,1494,[]
3953,40.901577,10.200.52.16,18.64.141.129,TCP,90,[]
5140,48.848938,10.200.52.16,104.18.2.161,UDP,86,[]
310,0.562004,18.64.141.129,10.200.52.16,TCP,1494,[]
5465,50.706887,18.64.141.129,10.200.52.16,TCP,1494,[]
1484,10.801316,18.64.141.129,10.200.52.16,TCP,1494,[]
1254,10.781302,10.200.52.16,18.64.141.129,TCP,54,[]
10105,101.143812,18.64.141.129,10.200.52.16,TCP,1494,[]
18907,210.554014,18.64.141.129,10.200.52.16,TCP,1494,[]
5988,51.073325,10.200.52.16,18.64.141.129,TCP,54,[]
6037,51.089091,10.200.52.16,18.64.141.129,TCP,54,[]
1150,10.63711,10.200.52.16,18.64.141.129,TCP,66,[]
8500,81.108626,18.64.141.129,10.200.52.16,TCP,1494,[]
2518,21.054756,20.207.199.231,10.200.52.16,TCP,60,[]
14020,140.946233,10.200.52.16,18.64.141.129,TCP,66,[]
9858,100.849322,18.64.141.129,10.200.52.16,TCP,1494,[]
18693,201.747398,10.200.52.16,18.64.141.129,TCP,54,[]
2129,20.883691,18.64.141.129,10.200.52.16,TCP,1494,[]
703,0.734451,10.200.52.16,18.64.141.129,TCP,54,[]
1948,20.761431,18.64.141.129,10.200.52.16,TCP,1494,[]
4867,45.923896,8.8.8.8,10.200.52.16,DNS,138,[]
3675,32.241372,10.200.52.16,142.250.181.46,UDP,1278,[]
3843,39.917454,10.200.52.16,20.207.199.231,TCP,54,[]
6570,54.481004,10.200.52.16,104.18.2.161,UDP,87,[]
16060,170.740853,10.200.52.16,18.64.141.129,TCP,54,[]
12734,131.205698,18.64.141.129,10.200.52.16,TCP,1494,[]
11226,110.945374,10.200.52.16,18.64.141.129,TCP,66,[]
1112,10.635114,18.64.141.129,10.200.52.16,TCP,1494,[]
11061,110.925672,10.200.52.16,18.64.141.129,TCP,54,[]
1905,20.636907,10.200.52.16,13.107.6.158,TCP,66,[]
8285,80.866254,18.64.141.129,10.200.52.16,TCP,1494,[]
638,0.729361,10.200.52.16,18.64.141.129,TCP,54,[]
249,0.556793,10.200.52.16,18.64.141.129,TCP,66,[]
2407,20.93285,18.64.141.129,10.200.52.16,TCP,1494,[]
1238,10.779997,18.64.141.129,10.200.52.16,TCP,1494,[]
19647,214.429103,172.217.17.46,10.200.52.16,UDP,77,[]
6747,60.588318,18.64.141.129,10.200.52.16,TCP,1494,[]
697,0.733671,18.64.141.129,10.200.52.16,TCP,1494,[]
19275,211.034501,18.64.141.129,10.200.52.16,TCP,1494,[]
1887,20.612556,10.200.52.16,18.64.141.129,TCP,54,[]
17975,191.955236,10.200.52.16,18.64.141.129,TCP,54,[]
10732,110.619948,10.200.52.16,18.64.141.129,TCP,54,[]
2229,20.91749,10.200.52.16,18.64.141.129,TCP,66,[]
8747,81.212116,18.64.141.129,10.200.52.16,TCP,1494,[]
8293,80.867852,10.200.52.16,18.64.141.129,TCP,54,[]
11845,120.81545,18.64.141.129,10.200.52.16,TCP,1494,[]
18777,201.823935,10.200.52.16,18.64.141.129,TCP,54,[]
5613,50.875033,18.64.141.129,10.200.52.16,TCP,1494,[]
13219,137.032482,172.217.17.46,10.200.52.16,UDP,167,[]
5456,50.701396,10.200.52.16,18.64.141.129,TCP,54,[]
7880,70.978318,18.64.141.129,10.200.52.16,TCP,1494,[]
14554,150.933776,10.200.52.16,18.64.141.129,TCP,90,[]
7156,60.905725,10.200.52.16,18.64.141.129,TCP,54,[]
71,0.402656,18.64.141.129,10.200.52.16,TCP,1494,[]
9129,90.792526,10.200.52.16,18.64.141.129,TCP,54,[]
7879,70.978318,18.64.141.129,10.200.52.16,TCP,1494,[]
13657,140.899925,18.64.141.129,10.200.52.16,TCP,1494,[]
11430,113.005547,172.217.19.202,10.200.52.16,UDP,66,[]
15531,160.959631,18.64.141.129,10.200.52.16,TCP,1494,[]
5769,50.996563,18.64.141.129,10.200.52.16,TCP,1494,[]
1179,10.639493,10.200.52.16,18.64.141.129,TCP,54,[]
8127,76.199963,10.200.52.16,142.250.181.46,UDP,1292,[]
15190,160.793279,18.64.141.129,10.200.52.16,TCP,1494,[]
18154,200.665107,10.200.52.16,18.64.141.129,TCP,54,[]
1892,20.61315,18.64.141.129,10.200.52.16,TCP,1494,[]
4845,45.509886,104.18.2.161,10.200.52.16,UDP,1173,[]
20083,220.988312,18.64.141.129,10.200.52.16,TCP,1494,[]
2011,20.76659,18.64.141.129,10.200.52.16,TCP,1494,[]
8243,80.568126,10.200.52.16,18.64.141.129,TCP,54,[]
15733,170.270721,10.200.52.16,18.64.141.129,TCP,66,[]
14119,150.46563,10.200.52.16,18.64.141.129,TCP,54,[]
6426,53.419615,Cisco_07:9d:d9,CDP/VTP/DTP/PAgP/UDLD,CDP,165,[]
17694,191.229095,10.200.52.16,18.64.141.129,TCP,54,[]
14605,150.940719,10.200.52.16,18.64.141.129,TCP,90,[]
14104,150.463882,10.200.52.16,18.64.141.129,TCP,54,[]
5965,51.064251,10.200.52.16,18.64.141.129,TCP,54,[]
6248,51.968168,10.200.52.16,104.18.2.161,UDP,88,[]
15723,170.270016,18.64.141.129,10.200.52.16,TCP,1494,[]
2090,20.880424,18.64.141.129,10.200.52.16,TCP,1494,[]
19267,211.03083,10.200.52.16,18.64.141.129,TCP,54,[]
17811,191.556894,10.200.52.16,18.64.141.129,TCP,54,[]
3760,37.06612,10.200.52.16,8.8.4.4,TCP,66,[]
4192,41.363272,18.64.141.129,10.200.52.16,TCP,1494,[]
10187,101.176962,10.200.52.16,18.64.141.129,TCP,54,[]
6048,51.092822,10.200.52.16,18.64.141.129,TCP,54,[]
20361,225.17067,10.200.52.16,224.0.0.251,MDNS,79,[]
2958,30.586324,18.64.141.129,10.200.52.16,TCP,1494,[]
17917,191.811281,18.64.141.129,10.200.52.16,TCP,1494,[]
12511,131.050316,18.64.141.129,10.200.52.16,TCP,452,[]
434,0.709772,10.200.52.16,18.64.141.129,TCP,54,[]
3539,31.060152,10.200.52.16,18.64.141.129,TCP,66,[]
1084,10.634938,18.64.141.129,10.200.52.16,TCP,1494,[]
6908,60.756859,18.64.141.129,10.200.52.16,TCP,1494,[]
10546,104.739171,10.200.52.16,104.26.8.139,TCP,54,[]
19947,220.853681,18.64.141.129,10.200.52.16,TCP,1494,[]
8021,71.016917,10.200.52.16,18.64.141.129,TCP,54,[]
2854,29.640693,10.200.52.16,13.107.6.158,TCP,54,[]
4121,41.231911,18.64.141.129,10.200.52.16,TCP,1494,[]
10736,110.621271,18.64.141.129,10.200.52.16,TCP,1494,[]
7079,60.888549,18.64.141.129,10.200.52.16,TCP,1494,[]
9573,90.991973,18.64.141.129,10.200.52.16,TCP,1494,[]
8404,81.021983,18.64.141.129,10.200.52.16,TCP,1494,[]
945,10.477171,18.64.141.129,10.200.52.16,TCP,1494,[]
8766,81.21722,18.64.141.129,10.200.52.16,TCP,1494,[]
17554,190.915155,18.64.141.129,10.200.52.16,TCP,1494,[]
14983,160.484716,10.200.52.16,18.64.141.129,TCP,54,[]
12529,131.077518,18.64.141.129,10.200.52.16,TCP,1494,[]
19916,220.839487,18.64.141.129,10.200.52.16,TCP,1494,[]
18268,200.926882,18.64.141.129,10.200.52.16,TCP,1494,[]
13801,140.917819,10.200.52.16,18.64.141.129,TCP,66,[]
19984,220.868846,10.200.52.16,18.64.141.129,TCP,54,[]
1589,10.80834,10.200.52.16,18.64.141.129,TCP,90,[]
18414,201.296248,10.200.52.16,18.64.141.129,TCP,90,[]
19699,220.512641,10.200.52.16,18.64.141.129,TCP,66,[]
3329,31.040263,10.200.52.16,18.64.141.129,TCP,74,[]
3639,32.084041,8.8.4.4,10.200.52.16,TCP,60,[]
8063,71.806091,104.20.218.77,10.200.52.16,TCP,60,[]
12527,131.077518,18.64.141.129,10.200.52.16,TCP,1494,[]
10691,110.614635,10.200.52.16,18.64.141.129,TCP,54,[]
13001,131.286618,10.200.52.16,18.64.141.129,TCP,66,[]
368,0.701891,10.200.52.16,18.64.141.129,TCP,66,[]
9682,91.103883,18.64.141.129,10.200.52.16,TCP,1494,[]
13963,140.939068,18.64.141.129,10.200.52.16,TCP,1494,[]
9579,90.992852,18.64.141.129,10.200.52.16,TCP,1494,[]
13553,140.758501,18.64.141.129,10.200.52.16,TCP,1494,[]
8490,81.106145,18.64.141.129,10.200.52.16,TCP,1494,[]
1153,10.637371,18.64.141.129,10.200.52.16,TCP,1494,[]
15934,170.722157,10.200.52.16,18.64.141.129,TCP,54,[]
4708,43.08434,172.217.21.37,10.200.52.16,TCP,60,[]
19148,210.944001,18.64.141.129,10.200.52.16,TCP,1494,[]
18062,194.014935,Cisco_07:9d:d9,Spanning-tree-(for-bridges)_00,STP,64,[]
11660,120.707179,10.200.52.16,18.64.141.129,TCP,54,[]
4314,41.524816,18.64.141.129,10.200.52.16,TCP,1494,[]
6275,52.066318,172.217.19.202,10.200.52.16,UDP,64,[]
18783,201.82898,10.200.52.16,18.64.141.129,TCP,54,[]
9913,100.997098,10.200.52.16,18.64.141.129,TCP,66,[]
10302,101.19254,10.200.52.16,18.64.141.129,TCP,54,[]
17524,190.854736,10.200.52.16,18.64.141.129,TCP,82,[]
2013,20.766634,10.200.52.16,18.64.141.129,TCP,66,[]
2616,21.36214,Cisco_4e:62:09,CDP/VTP/DTP/PAgP/UDLD,DTP,60,[]
6788,60.601269,18.64.141.129,10.200.52.16,TCP,1494,[]
2475,21.005226,18.64.141.129,10.200.52.16,TCP,1494,[]
6766,60.595635,18.64.141.129,10.200.52.16,TCP,1494,[]
14682,150.949256,18.64.141.129,10.200.52.16,TCP,1494,[]
2946,30.549864,20.207.199.231,10.200.52.16,TLSv1.2,92,[]
16817,181.099821,10.200.52.16,18.64.141.129,TCP,54,[]
14064,150.317045,18.64.141.129,10.200.52.16,TCP,1494,[]
14056,150.317045,18.64.141.129,10.200.52.16,TCP,1494,[]
8456,81.036819,18.64.141.129,10.200.52.16,TCP,1494,[]
14705,150.95103,10.200.52.16,18.64.141.129,TCP,90,[]
16572,180.710884,18.64.141.129,10.200.52.16,TCP,1494,[]
5861,51.027183,18.64.141.129,10.200.52.16,TCP,1494,[]
185,0.551336,18.64.141.129,10.200.52.16,TCP,1494,[]
3712,33.730757,13.107.6.158,10.200.52.16,TLSv1.2,92,[]
15634,160.968829,10.200.52.16,18.64.141.129,TCP,66,[]
14784,150.960676,18.64.141.129,10.200.52.16,TCP,1494,[]
13366,140.599098,18.64.141.129,10.200.52.16,TCP,1494,[]
8179,76.233741,142.250.181.46,10.200.52.16,UDP,67,[]
18611,201.650027,18.64.141.129,10.200.52.16,TCP,1494,[]
17213,181.226803,10.200.52.16,18.64.141.129,TCP,66,[]
3695,33.301164,10.200.52.16,13.107.6.158,TLSv1.2,96,[]
10537,103.669053,204.79.197.200,10.200.52.16,TCP,60,[]
12302,129.443672,10.200.52.16,18.64.141.129,TCP,658,[]
5542,50.838445,18.64.141.129,10.200.52.16,TCP,1494,[]
19822,220.696843,18.64.141.129,10.200.52.16,TCP,1494,[]
15576,160.963275,18.64.141.129,10.200.52.16,TCP,1494,[]
18392,201.253306,172.217.17.35,10.200.52.16,UDP,1292,[]
11803,120.806768,18.64.141.129,10.200.52.16,TCP,1494,[]
14649,150.945193,10.200.52.16,18.64.141.129,TCP,90,[]
15891,170.576966,18.64.141.129,10.200.52.16,TCP,1494,[]
593,0.725623,18.64.141.129,10.200.52.16,TCP,1494,[]
14235,150.765935,10.200.52.16,18.64.141.129,TCP,54,[]
11826,120.812366,10.200.52.16,18.64.141.129,TCP,66,[]
6019,51.082277,10.200.52.16,18.64.141.129,TCP,54,[]
3666,32.235672,10.200.52.16,142.250.181.46,UDP,1292,[]
1029,10.483748,18.64.141.129,10.200.52.16,TCP,1494,[]
13249,139.069312,10.200.52.16,172.217.17.35,UDP,706,[]
10865,110.774299,10.200.52.16,18.64.141.129,TCP,54,[]
3926,40.899132,10.200.52.16,18.64.141.129,TCP,66,[]
3163,30.746491,18.64.141.129,10.200.52.16,TCP,1494,[]
5778,50.996563,18.64.141.129,10.200.52.16,TCP,1494,[]
820,3.649128,10.200.52.16,142.251.31.101,UDP,1292,[]
539,0.721467,18.64.141.129,10.200.52.16,TCP,1494,[]
8376,80.994592,18.64.141.129,10.200.52.16,TCP,1494,[]
5563,50.850219,18.64.141.129,10.200.52.16,TCP,1494,[]
11834,120.813684,10.200.52.16,18.64.141.129,TCP,74,[]
1361,10.789309,10.200.52.16,18.64.141.129,TCP,66,[]
5951,51.061741,10.200.52.16,18.64.141.129,TCP,54,[]
20031,220.97881,18.64.141.129,10.200.52.16,TCP,1494,[]
13168,136.112938,172.217.17.46,10.200.52.16,UDP,69,[]
15104,160.782571,18.64.141.129,10.200.52.16,TCP,1494,[]
9137,90.794659,10.200.52.16,18.64.141.129,TCP,54,[]
15452,160.950604,18.64.141.129,10.200.52.16,TCP,1494,[]
4906,46.237987,172.217.17.35,10.200.52.16,UDP,66,[]
18381,201.234001,10.200.52.16,18.64.141.129,TCP,90,[]
6657,60.279914,18.64.141.129,10.200.52.16,TCP,1494,[]
6539,54.288952,104.18.2.161,10.200.52.16,UDP,1242,[]
5728,50.969202,10.200.52.16,18.64.141.129,TCP,54,[]
16138,170.889383,18.64.141.129,10.200.52.16,TCP,1494,[]
18760,201.811614,10.200.52.16,18.64.141.129,TCP,66,[]
17663,191.154512,10.200.52.16,18.64.141.129,TCP,54,[]
9390,90.961529,18.64.141.129,10.200.52.16,TCP,1494,[]
15018,160.63391,10.200.52.16,18.64.141.129,TCP,54,[]
2311,20.924798,10.200.52.16,18.64.141.129,TCP,54,[]
529,0.720619,10.200.52.16,18.64.141.129,TCP,54,[]
19789,220.678903,18.64.141.129,10.200.52.16,TCP,1494,[]
3468,31.052693,18.64.141.129,10.200.52.16,TCP,1494,[]
2370,20.929868,18.64.141.129,10.200.52.16,TCP,1494,[]
9388,90.961012,18.64.141.129,10.200.52.16,TCP,1494,[]
3456,31.051595,10.200.52.16,18.64.141.129,TCP,54,[]
8890,81.266773,18.64.141.129,10.200.52.16,TCP,1494,[]
17924,191.82617,18.64.141.129,10.200.52.16,TCP,1494,[]
9862,100.850069,10.200.52.16,18.64.141.129,TCP,54,[]
10237,101.184827,10.200.52.16,18.64.141.129,TCP,54,[]
2632,21.393684,10.200.52.16,8.8.4.4,TCP,54,[]
15887,170.576705,18.64.141.129,10.200.52.16,TCP,1494,[]
16603,180.860131,10.200.52.16,18.64.141.129,TCP,54,[]
19706,220.51781,10.200.52.16,18.64.141.129,TCP,82,[]
7327,61.155754,10.200.52.16,18.64.141.129,TCP,54,[]
12940,131.241396,142.250.181.46,10.200.52.16,UDP,67,[]
20137,221.017707,18.64.141.129,10.200.52.16,TCP,1494,[]
9501,90.978629,18.64.141.129,10.200.52.16,TCP,1494,[]
4580,41.727761,18.64.141.129,10.200.52.16,TCP,1494,[]
9235,90.817116,10.200.52.16,18.64.141.129,TCP,54,[]
304,0.561542,10.200.52.16,18.64.141.129,TCP,54,[]
4163,41.316062,18.64.141.129,10.200.52.16,TCP,1494,[]
1766,20.303885,10.200.52.16,18.64.141.129,TCP,66,[]
12446,130.929232,18.64.141.129,10.200.52.16,TCP,1494,[]
7677,70.819479,18.64.141.129,10.200.52.16,TCP,1494,[]
13195,136.392379,10.200.52.16,172.217.21.37,TLSv1.2,89,[]
4537,41.715648,18.64.141.129,10.200.52.16,TCP,1494,[]
13486,140.751965,18.64.141.129,10.200.52.16,TCP,1494,[]
10719,110.618006,10.200.52.16,18.64.141.129,TCP,66,[]
12695,131.200951,10.200.52.16,18.64.141.129,TCP,66,[]
466,0.714132,10.200.52.16,18.64.141.129,TCP,66,[]
18975,210.723969,18.64.141.129,10.200.52.16,TCP,1494,[]
4210,41.400046,18.64.141.129,10.200.52.16,TCP,1494,[]
17795,191.524872,10.200.52.16,18.64.141.129,TCP,54,[]
18596,201.63194,18.64.141.129,10.200.52.16,TCP,1494,[]
5124,48.843954,104.18.2.161,10.200.52.16,UDP,200,[]
15454,160.950729,18.64.141.129,10.200.52.16,TCP,1494,[]
8811,81.233733,10.200.52.16,18.64.141.129,TCP,54,[]
19609,211.225553,10.200.52.16,18.64.141.129,TCP,90,[]
10720,110.619071,18.64.141.129,10.200.52.16,TCP,1494,[]
11568,120.637119,18.64.141.129,10.200.52.16,TCP,1494,[]
18152,200.665057,18.64.141.129,10.200.52.16,TCP,1494,[]
9702,93.553811,10.200.52.16,172.217.19.202,UDP,74,[]
9283,90.826379,18.64.141.129,10.200.52.16,TCP,1494,[]
11192,110.942439,18.64.141.129,10.200.52.16,TCP,1494,[]
2321,20.925608,10.200.52.16,18.64.141.129,TCP,54,[]
10202,101.180147,18.64.141.129,10.200.52.16,TCP,1494,[]
2020,20.767286,18.64.141.129,10.200.52.16,TCP,1494,[]
10394,101.236895,10.200.52.16,18.64.141.129,TCP,54,[]
568,0.7235,18.64.141.129,10.200.52.16,TCP,1494,[]
13107,131.352103,10.200.52.16,18.64.141.129,TCP,54,[]
16226,170.891072,10.200.52.16,18.64.141.129,TCP,66,[]
18864,210.390644,18.64.141.129,10.200.52.16,TCP,1494,[]
4487,41.667203,10.200.52.16,18.64.141.129,TCP,66,[]
1946,20.761251,18.64.141.129,10.200.52.16,TCP,1494,[]
13784,140.916672,18.64.141.129,10.200.52.16,TCP,1494,[]
7488,70.635231,10.200.52.16,18.64.141.129,TCP,66,[]
10572,105.345613,13.107.42.14,10.200.52.16,TCP,60,[]
17171,181.221132,18.64.141.129,10.200.52.16,TCP,1494,[]
15490,160.954869,18.64.141.129,10.200.52.16,TCP,1494,[]
2571,21.080398,8.8.4.4,10.200.52.16,TCP,60,[]
8883,81.265225,18.64.141.129,10.200.52.16,TCP,1494,[]
17005,181.173765,10.200.52.16,18.64.141.129,TCP,90,[]
6264,52.026319,104.18.2.161,10.200.52.16,UDP,801,[]
9611,90.997284,18.64.141.129,10.200.52.16,TCP,1494,[]
15054,160.641198,10.200.52.16,18.64.141.129,TCP,54,[]
19736,220.547116,10.200.52.16,18.64.141.129,TCP,66,[]
13087,131.34957,18.64.141.129,10.200.52.16,TCP,1494,[]
18090,196.860631,10.200.52.16,172.217.19.202,UDP,74,[]
7763,70.942641,18.64.141.129,10.200.52.16,TCP,1494,[]
3284,31.018642,18.64.141.129,10.200.52.16,TCP,1494,[]
13487,140.751995,10.200.52.16,18.64.141.129,TCP,54,[]
1139,10.636329,18.64.141.129,10.200.52.16,TCP,1494,[]
11267,110.95078,18.64.141.129,10.200.52.16,TCP,1494,[]
8240,80.567458,10.200.52.16,18.64.141.129,TCP,54,[]
13377,140.600434,18.64.141.129,10.200.52.16,TCP,1494,[]
7804,70.954278,10.200.52.16,18.64.141.129,TCP,54,[]
7515,70.657455,18.64.141.129,10.200.52.16,TCP,1494,[]
12210,120.980052,18.64.141.129,10.200.52.16,TCP,1494,[]
9741,100.473472,35.201.109.167,10.200.52.16,TCP,66,[]
159,0.410209,10.200.52.16,18.64.141.129,TCP,82,[]
9195,90.809068,18.64.141.129,10.200.52.16,TCP,1494,[]
19957,220.857399,18.64.141.129,10.200.52.16,TCP,1494,[]
2061,20.770915,18.64.141.129,10.200.52.16,TCP,1494,[]
882,10.177218,18.64.141.129,10.200.52.16,TCP,1494,[]
17517,190.843485,18.64.141.129,10.200.52.16,TCP,1494,[]
14089,150.461729,18.64.141.129,10.200.52.16,TCP,1109,[]
4960,46.786808,104.18.2.161,10.200.52.16,UDP,1046,[]
7051,60.881088,10.200.52.16,18.64.141.129,TCP,54,[]
15489,160.954869,18.64.141.129,10.200.52.16,TCP,1494,[]
8804,81.233667,18.64.141.129,10.200.52.16,TCP,1494,[]
6763,60.59453,18.64.141.129,10.200.52.16,TCP,1494,[]
16202,170.890746,18.64.141.129,10.200.52.16,TCP,1494,[]
8949,87.212733,142.250.181.46,10.200.52.16,UDP,275,[]
4803,44.768716,10.200.52.16,104.18.2.161,UDP,86,[]
12196,120.978848,18.64.141.129,10.200.52.16,TCP,1494,[]
