Info
62984  >  443 [ACK] Seq=8340 Ack=8515458 Win=4162 Len=0 SLE=8521218 SRE=8522658
"443  >  62984 [PSH, ACK] Seq=3171070 Ack=2592 Win=519 Len=1440 [TCP segment of a reassembled PDU]"
443  >  59152 Len=158
443  >  62984 [ACK] Seq=676650 Ack=675 Win=512 Len=1440 [TCP segment of a reassembled PDU]
62984  >  443 [ACK] Seq=10893 Ack=11518311 Win=4162 Len=0
443  >  62984 [ACK] Seq=1714020 Ack=1314 Win=515 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=14069371 Ack=13449 Win=559 Len=1440 [TCP segment of a reassembled PDU]
"443  >  62984 [PSH, ACK] Seq=4415527 Ack=3868 Win=524 Len=1440 [TCP segment of a reassembled PDU]"
62984  >  443 [ACK] Seq=3230 Ack=3489640 Win=4162 Len=0
62984  >  443 [ACK] Seq=10893 Ack=11039425 Win=4162 Len=0
443  >  62984 [ACK] Seq=6356893 Ack=5784 Win=531 Len=1440 [TCP segment of a reassembled PDU]
[TCP Dup ACK 4117#2] 62984  >  443 [ACK] Seq=2592 Ack=2741950 Win=4162 Len=0 SLE=2743390 SRE=2749150
"443  >  62984 [PSH, ACK] Seq=8506252 Ack=8340 Win=541 Len=1440 [TCP segment of a reassembled PDU]"
62984  >  443 [ACK] Seq=5145 Ack=5195086 Win=4162 Len=0
"443  >  62984 [PSH, ACK] Seq=13219241 Ack=12810 Win=557 Len=1440 [TCP segment of a reassembled PDU]"
"443  >  62984 [PSH, ACK] Seq=4373767 Ack=3868 Win=524 Len=1440 [TCP segment of a reassembled PDU]"
61183  >  443 Len=104
"443  >  62984 [PSH, ACK] Seq=3691874 Ack=3230 Win=522 Len=1440 [TCP segment of a reassembled PDU]"
[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=8971149 Ack=8944 Win=543 Len=1440 [TCP segment of a reassembled PDU]
"443  >  62984 [PSH, ACK] Seq=12304438 Ack=12171 Win=555 Len=1440 [TCP segment of a reassembled PDU]"
"443  >  62984 [PSH, ACK] Seq=11140791 Ack=10893 Win=550 Len=1440 [TCP segment of a reassembled PDU]"
443  >  62984 [ACK] Seq=728888 Ack=675 Win=512 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=11647829 Ack=11532 Win=552 Len=1440 [TCP segment of a reassembled PDU]
"53  >  63666 [FIN, ACK] Seq=229 Ack=43 Win=65536 Len=0"
"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=10572144 Ack=10255 Win=548 Len=566 [TCP segment of a reassembled PDU]"
"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=4816596 Ack=4506 Win=526 Len=1440 [TCP segment of a reassembled PDU]"
[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=4666525 Ack=4506 Win=526 Len=1440 [TCP segment of a reassembled PDU]
Standard query response 0x0ff6 HTTPS signaler-pa.clients6.google.com SOA ns1.google.com
"443  >  62984 [PSH, ACK] Seq=9383881 Ack=8979 Win=543 Len=1440 [TCP segment of a reassembled PDU]"
443  >  62984 [ACK] Seq=6751710 Ack=6423 Win=534 Len=1440 [TCP segment of a reassembled PDU]
49926  >  443 Len=45
62984  >  443 [ACK] Seq=6423 Ack=6884190 Win=4162 Len=0
"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=14211369 Ack=14088 Win=562 Len=1440 [TCP segment of a reassembled PDU]"
"443  >  62984 [PSH, ACK] Seq=2968030 Ack=2592 Win=519 Len=1440 [TCP segment of a reassembled PDU]"
55335  >  443 Len=35
[TCP Dup ACK 10473#1] 62984  >  443 [ACK] Seq=6423 Ack=7033751 Win=4160 Len=0 SLE=7038071 SRE=7039511
[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=6389155 Ack=5784 Win=531 Len=1440 [TCP segment of a reassembled PDU]
53  >  63660 [ACK] Seq=1 Ack=36 Win=65536 Len=0
62984  >  443 [ACK] Seq=4506 Ack=4786045 Win=4162 Len=0
443  >  62984 [ACK] Seq=11733722 Ack=11532 Win=552 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=7304323 Ack=7062 Win=536 Len=1440 [TCP segment of a reassembled PDU]
[TCP Dup ACK 13598#1] 62984  >  443 [ACK] Seq=8979 Ack=9240904 Win=4162 Len=0 SLE=9243784 SRE=9245224
62984  >  443 [ACK] Seq=8979 Ack=9032076 Win=4162 Len=0
443  >  62984 [ACK] Seq=8485694 Ack=8340 Win=541 Len=1440 [TCP segment of a reassembled PDU]
62984  >  443 [ACK] Seq=8979 Ack=9424201 Win=4162 Len=0 SLE=9425641 SRE=9427081
[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=1813380 Ack=1314 Win=515 Len=1440 [TCP segment of a reassembled PDU]
62984  >  443 [ACK] Seq=8979 Ack=9396841 Win=4162 Len=0 SLE=9398281 SRE=9399721
62984  >  443 [ACK] Seq=675 Ack=1251741 Win=4162 Len=0 SLE=1256061 SRE=1257501
62984  >  443 [ACK] Seq=12810 Ack=13161641 Win=4162 Len=0
62984  >  443 [ACK] Seq=1314 Ack=1773060 Win=4162 Len=0
"443  >  62984 [PSH, ACK] Seq=5507657 Ack=5145 Win=529 Len=1440 [TCP segment of a reassembled PDU]"
[TCP Dup ACK 17395#3] 62984  >  443 [ACK] Seq=12171 Ack=12220600 Win=4162 Len=0 SLE=12232438 SRE=12235318 SLE=12226678 SRE=12230998 SLE=12222040 SRE=12225238
443  >  49926 Len=600
[TCP Retransmission] 443  >  62984 [ACK] Seq=2657591 Ack=2592 Win=519 Len=1440
443  >  62984 [ACK] Seq=4225447 Ack=3868 Win=524 Len=1440 [TCP segment of a reassembled PDU]
"443  >  62984 [PSH, ACK] Seq=4639165 Ack=4506 Win=526 Len=1440 [TCP segment of a reassembled PDU]"
443  >  64020 Len=31
"443  >  62984 [PSH, ACK] Seq=12592438 Ack=12171 Win=555 Len=1440 [TCP segment of a reassembled PDU]"
"443  >  62984 [PSH, ACK] Seq=10548740 Ack=10255 Win=548 Len=1440 [TCP segment of a reassembled PDU]"
62984  >  443 [ACK] Seq=7027 Ack=7050571 Win=4162 Len=0 SLE=7052011 SRE=7053267
"443  >  62984 [PSH, ACK] Seq=5591177 Ack=5145 Win=529 Len=1440 [TCP segment of a reassembled PDU]"
443  >  62984 [ACK] Seq=9582601 Ack=8979 Win=543 Len=1440 [TCP segment of a reassembled PDU]
443  >  59152 Len=24
62984  >  443 [ACK] Seq=6423 Ack=6614515 Win=4162 Len=0
62984  >  443 [ACK] Seq=10255 Ack=10524260 Win=4162 Len=0
[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=5288170 Ack=5145 Win=529 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=12393718 Ack=12171 Win=555 Len=1440 [TCP segment of a reassembled PDU]
49926  >  443 Len=45
"443  >  62984 [PSH, ACK] Seq=3378760 Ack=3230 Win=522 Len=1440 [TCP segment of a reassembled PDU]"
443  >  49926 Len=1200
49926  >  443 Len=44
[TCP Dup ACK 12186#1] 62984  >  443 [ACK] Seq=7701 Ack=8260058 Win=4162 Len=0 SLE=8264378 SRE=8265818
62984  >  443 [ACK] Seq=3230 Ack=3450760 Win=4162 Len=0
Application Data
RST. Root = 32768/0/34:a8:4e:07:9d:d8  Cost = 0  Port = 0x8001
"443  >  62984 [PSH, ACK] Seq=12279958 Ack=12171 Win=555 Len=1440 [TCP segment of a reassembled PDU]"
63651  >  53 [ACK] Seq=1 Ack=1 Win=131072 Len=0
63644  >  443 [ACK] Seq=518 Ack=1461 Win=131328 Len=0 SLE=2921 SRE=3973
62984  >  443 [ACK] Seq=10893 Ack=11485191 Win=4162 Len=0 SLE=11486631 SRE=11488071
49926  >  443 Len=46
[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=7089656 Ack=7062 Win=536 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=8780914 Ack=8340 Win=541 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=4751485 Ack=4506 Win=526 Len=1440 [TCP segment of a reassembled PDU]
"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=14368238 Ack=14088 Win=562 Len=1440 [TCP segment of a reassembled PDU]"
62984  >  443 [ACK] Seq=5145 Ack=5499017 Win=4162 Len=0
62984  >  443 [ACK] Seq=6423 Ack=6653395 Win=4162 Len=0
"443  >  62984 [PSH, ACK] Seq=4644925 Ack=4506 Win=526 Len=1440 [TCP segment of a reassembled PDU]"
62984  >  443 [ACK] Seq=10893 Ack=10982491 Win=4162 Len=0
"443  >  62984 [PSH, ACK] Seq=10710950 Ack=10255 Win=548 Len=1440 [TCP segment of a reassembled PDU]"
443  >  62984 [ACK] Seq=7797917 Ack=7701 Win=538 Len=1440 [TCP segment of a reassembled PDU]
[TCP Fast Retransmission] 443  >  62984 [ACK] Seq=11622783 Ack=11532 Win=552 Len=1440 [TCP segment of a reassembled PDU]
58506  >  443 Len=35
[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=11380071 Ack=10893 Win=550 Len=1440 [TCP segment of a reassembled PDU]
"443  >  62984 [PSH, ACK] Seq=5913115 Ack=5784 Win=531 Len=1440 [TCP segment of a reassembled PDU]"
[TCP Dup ACK 2340#1] 62984  >  443 [ACK] Seq=1314 Ack=1750020 Win=4162 Len=0 SLE=1752900 SRE=1755780
443  >  62984 [ACK] Seq=1953864 Ack=1953 Win=517 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=4164768 Ack=3868 Win=524 Len=1440 [TCP segment of a reassembled PDU]
[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=8867378 Ack=8340 Win=541 Len=1440 [TCP segment of a reassembled PDU]
"443  >  62984 [PSH, ACK] Seq=7615094 Ack=7062 Win=536 Len=1440 [TCP segment of a reassembled PDU]"
62984  >  443 [ACK] Seq=3868 Ack=4353607 Win=4162 Len=0
443  >  62984 [ACK] Seq=12255478 Ack=12171 Win=555 Len=1440 [TCP segment of a reassembled PDU]
62984  >  443 [ACK] Seq=5784 Ack=5930395 Win=4162 Len=0
[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=1866072 Ack=1314 Win=515 Len=1440 [TCP segment of a reassembled PDU]
[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=11793164 Ack=11532 Win=552 Len=1440 [TCP segment of a reassembled PDU]
62984  >  443 [ACK] Seq=8340 Ack=8472734 Win=4162 Len=0
[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=12341878 Ack=12171 Win=555 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=3120670 Ack=2592 Win=519 Len=1440 [TCP segment of a reassembled PDU]
[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=8799634 Ack=8340 Win=541 Len=1440 [TCP segment of a reassembled PDU]
62984  >  443 [ACK] Seq=4506 Ack=4982196 Win=4162 Len=0
62984  >  443 [ACK] Seq=12171 Ack=12734998 Win=4162 Len=0
443  >  62984 [ACK] Seq=6254653 Ack=5784 Win=531 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=5983675 Ack=5784 Win=531 Len=1440 [TCP segment of a reassembled PDU]
62984  >  443 [ACK] Seq=3868 Ack=4196647 Win=4162 Len=0
[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=6866910 Ack=6423 Win=534 Len=1440 [TCP segment of a reassembled PDU]
62984  >  443 [ACK] Seq=3230 Ack=3804194 Win=4162 Len=0
62984  >  443 [ACK] Seq=675 Ack=859497 Win=4162 Len=0
[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=10873598 Ack=10255 Win=548 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=4448647 Ack=3868 Win=524 Len=1440 [TCP segment of a reassembled PDU]
"443  >  62984 [PSH, ACK] Seq=14415587 Ack=14088 Win=562 Len=1440 [TCP segment of a reassembled PDU]"
"62984  >  443 [PSH, ACK] Seq=3230 Ack=3844620 Win=4162 Len=603 [TCP segment of a reassembled PDU]"
62984  >  443 [ACK] Seq=6423 Ack=6962209 Win=4162 Len=0
443  >  62984 [ACK] Seq=8167898 Ack=7701 Win=538 Len=1440 [TCP segment of a reassembled PDU]
62984  >  443 [ACK] Seq=12810 Ack=12967241 Win=4162 Len=0
"53  >  63633 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=7289923 Ack=7062 Win=536 Len=1440 [TCP segment of a reassembled PDU]"
62984  >  443 [ACK] Seq=5784 Ack=6284893 Win=4162 Len=0
443  >  55335 Len=25
443  >  62984 [ACK] Seq=8179418 Ack=7701 Win=538 Len=1440 [TCP segment of a reassembled PDU]
"443  >  62984 [PSH, ACK] Seq=13826011 Ack=13449 Win=559 Len=1440 [TCP segment of a reassembled PDU]"
443  >  62984 [ACK] Seq=8201018 Ack=7701 Win=538 Len=1440 [TCP segment of a reassembled PDU]
[TCP Dup ACK 3871#10] 62984  >  443 [ACK] Seq=2592 Ack=2578845 Win=4157 Len=0 SLE=2608211 SRE=2609651 SLE=2601011 SRE=2606771 SLE=2598131 SRE=2599571 SLE=2591805 SRE=2596691
[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=3928565 Ack=3868 Win=524 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=4995156 Ack=4506 Win=526 Len=1440 [TCP segment of a reassembled PDU]
Standard query 0x0ff6 HTTPS signaler-pa.clients6.google.com
62984  >  443 [ACK] Seq=1953 Ack=2287398 Win=4162 Len=0
443  >  62984 [ACK] Seq=391303 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
62984  >  443 [ACK] Seq=675 Ack=1168519 Win=4162 Len=0 SLE=1240519 SRE=1250301 SLE=1214599 SRE=1234759 SLE=1236199 SRE=1239079 SLE=1190119 SRE=1213159
443  >  62984 [ACK] Seq=14169609 Ack=14088 Win=562 Len=1440 [TCP segment of a reassembled PDU]
62984  >  443 [ACK] Seq=5784 Ack=6078973 Win=4162 Len=0 SLE=6080413 SRE=6081853
62984  >  443 [ACK] Seq=5145 Ack=5352970 Win=4162 Len=0
62984  >  443 [ACK] Seq=7062 Ack=7584854 Win=4162 Len=0
"443  >  62984 [PSH, ACK] Seq=9493321 Ack=8979 Win=543 Len=1440 [TCP segment of a reassembled PDU]"
"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=3542114 Ack=3230 Win=522 Len=1440 [TCP segment of a reassembled PDU]"
[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=1308635 Ack=1314 Win=515 Len=1440 [TCP segment of a reassembled PDU]
"[TCP Retransmission] 63390  >  443 [FIN, ACK] Seq=2 Ack=41 Win=512 Len=0"
[TCP Dup ACK 20190#1] 62984  >  443 [ACK] Seq=14088 Ack=14581187 Win=4162 Len=0 SLE=14582627 SRE=14584067
62984  >  443 [ACK] Seq=7701 Ack=8287418 Win=4162 Len=0
62984  >  443 [ACK] Seq=11532 Ack=11690522 Win=4162 Len=0
"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=9832586 Ack=9617 Win=545 Len=1440 [TCP segment of a reassembled PDU]"
"443  >  62984 [PSH, ACK] Seq=5107476 Ack=4506 Win=526 Len=1440 [TCP segment of a reassembled PDU]"
Dynamic Trunk Protocol
443  >  62984 [ACK] Seq=657324 Ack=675 Win=512 Len=0
62984  >  443 [ACK] Seq=36 Ack=443143 Win=4162 Len=0 SLE=444583 SRE=446023
"443  >  62984 [PSH, ACK] Seq=8571618 Ack=8340 Win=541 Len=1440 [TCP segment of a reassembled PDU]"
62984  >  443 [ACK] Seq=10893 Ack=11208291 Win=4162 Len=0 SLE=11211171 SRE=11212611
443  >  49926 Len=884
[TCP Dup ACK 19162#6] 62984  >  443 [ACK] Seq=13449 Ack=13722975 Win=4162 Len=0 SLE=13736333 SRE=13739213 SLE=13724415 SRE=13733453
[TCP Dup ACK 19531#2] 62984  >  443 [ACK] Seq=13449 Ack=13968571 Win=4162 Len=0 SLE=13985851 SRE=14001691 SLE=14029051 SRE=14034811 SLE=14026171 SRE=14027611 SLE=14023291 SRE=14024731
[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=1456007 Ack=1314 Win=515 Len=1440 [TCP segment of a reassembled PDU]
[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=8680374 Ack=8340 Win=541 Len=1440 [TCP segment of a reassembled PDU]
[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=3035710 Ack=2592 Win=519 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=7702570 Ack=7666 Win=538 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=1598820 Ack=1314 Win=515 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=4897236 Ack=4506 Win=526 Len=1440 [TCP segment of a reassembled PDU]
[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=743288 Ack=675 Win=512 Len=1440 [TCP segment of a reassembled PDU]
[TCP Dup ACK 15563#1] 62984  >  443 [ACK] Seq=10255 Ack=10794470 Win=4162 Len=0 SLE=10798790 SRE=10800230
"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=13542222 Ack=13449 Win=559 Len=1440 [TCP segment of a reassembled PDU]"
443  >  62984 [ACK] Seq=3301489 Ack=3230 Win=522 Len=1440 [TCP segment of a reassembled PDU]
62984  >  443 [ACK] Seq=12171 Ack=12782518 Win=4162 Len=0
443  >  62984 [ACK] Seq=11280711 Ack=10893 Win=550 Len=1440 [TCP segment of a reassembled PDU]
[TCP Dup ACK 17516#3] 62984  >  443 [ACK] Seq=12171 Ack=12308758 Win=4162 Len=0 SLE=12321718 SRE=12324598 SLE=12318838 SRE=12320278 SLE=12311638 SRE=12317398
443  >  62984 [ACK] Seq=415783 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=14186889 Ack=14088 Win=562 Len=1440 [TCP segment of a reassembled PDU]
[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=5233061 Ack=5145 Win=529 Len=1440 [TCP segment of a reassembled PDU]
443  >  58506 Len=111
Application Data
62984  >  443 [ACK] Seq=10893 Ack=11093271 Win=4162 Len=0
443  >  62984 [ACK] Seq=12347638 Ack=12171 Win=555 Len=1440 [TCP segment of a reassembled PDU]
[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=8927858 Ack=8340 Win=541 Len=1440 [TCP segment of a reassembled PDU]
443  >  49926 Len=769
53  >  63650 [ACK] Seq=1 Ack=3 Win=65536 Len=0
"443  >  62984 [PSH, ACK] Seq=12363478 Ack=12171 Win=555 Len=1440 [TCP segment of a reassembled PDU]"
"443  >  62984 [PSH, ACK] Seq=627833 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]"
443  >  62984 [ACK] Seq=8284538 Ack=7701 Win=538 Len=1440 [TCP segment of a reassembled PDU]
[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=11663669 Ack=11532 Win=552 Len=1440 [TCP segment of a reassembled PDU]
443  >  49926 Len=772
"443  >  62984 [PSH, ACK] Seq=9448681 Ack=8979 Win=543 Len=1440 [TCP segment of a reassembled PDU]"
443  >  62984 [ACK] Seq=4228327 Ack=3868 Win=524 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=872457 Ack=675 Win=512 Len=1440 [TCP segment of a reassembled PDU]
443  >  49926 Len=1200
"443  >  63658 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
443  >  62984 [ACK] Seq=13098281 Ack=12810 Win=557 Len=1440 [TCP segment of a reassembled PDU]
"443  >  62984 [PSH, ACK] Seq=3325969 Ack=3230 Win=522 Len=1440 [TCP segment of a reassembled PDU]"
443  >  62984 [ACK] Seq=9677175 Ack=9617 Win=545 Len=1440 [TCP segment of a reassembled PDU]
49926  >  443 Len=44
"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=1329361 Ack=1314 Win=515 Len=1440 [TCP segment of a reassembled PDU]"
443  >  63643 [RST] Seq=5358 Win=0 Len=0
"443  >  62984 [PSH, ACK] Seq=6214333 Ack=5784 Win=531 Len=1440 [TCP segment of a reassembled PDU]"
62984  >  443 [ACK] Seq=11532 Ack=12148919 Win=4162 Len=0
443  >  62984 [ACK] Seq=14657507 Ack=14088 Win=562 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=433063 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=1412033 Ack=1314 Win=515 Len=1440 [TCP segment of a reassembled PDU]"
[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=10956372 Ack=10893 Win=550 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=13075241 Ack=12810 Win=557 Len=1440 [TCP segment of a reassembled PDU]
"443  >  62984 [PSH, ACK] Seq=8199578 Ack=7701 Win=538 Len=1440 [TCP segment of a reassembled PDU]"
62984  >  443 [ACK] Seq=7062 Ack=7302883 Win=4162 Len=0
[TCP Fast Retransmission] 443  >  62984 [ACK] Seq=1426999 Ack=1314 Win=515 Len=1440 [TCP segment of a reassembled PDU]
[TCP Dup ACK 19369#35] 62984  >  443 [ACK] Seq=13449 Ack=13893691 Win=4162 Len=0 SLE=13946971 SRE=13958491 SLE=13895131 SRE=13931131 SLE=13942651 SRE=13945531 SLE=13932571 SRE=13941211
[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=12138839 Ack=11532 Win=552 Len=1440 [TCP segment of a reassembled PDU]
62984  >  443 [ACK] Seq=8340 Ack=8776594 Win=4162 Len=0
[TCP Fast Retransmission] 443  >  62984 [ACK] Seq=13742093 Ack=13449 Win=559 Len=1440 [TCP segment of a reassembled PDU]
62984  >  443 [ACK] Seq=9617 Ack=9834026 Win=4162 Len=0
443  >  62984 [ACK] Seq=13011881 Ack=12810 Win=557 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=14522147 Ack=14088 Win=562 Len=1440 [TCP segment of a reassembled PDU]
"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=13348841 Ack=12810 Win=557 Len=1440 [TCP segment of a reassembled PDU]"
443  >  49926 Len=866
62984  >  443 [ACK] Seq=6423 Ack=6944670 Win=4162 Len=0
[TCP Dup ACK 12839#1] 62984  >  443 [ACK] Seq=8340 Ack=8747794 Win=4162 Len=0 SLE=8749234 SRE=8750674
49849  >  443 Len=31
"443  >  62984 [PSH, ACK] Seq=4972116 Ack=4506 Win=526 Len=1440 [TCP segment of a reassembled PDU]"
"[TCP Out-Of-Order] 443  >  63586 [PSH, ACK] Seq=47 Ack=220 Win=16381 Len=305"
443  >  62984 [ACK] Seq=11256231 Ack=10893 Win=550 Len=1440 [TCP segment of a reassembled PDU]
"443  >  62984 [PSH, ACK] Seq=3874887 Ack=3868 Win=524 Len=1440 [TCP segment of a reassembled PDU]"
62984  >  443 [ACK] Seq=6423 Ack=6848190 Win=4162 Len=0 SLE=6849630 SRE=6851070
[TCP Dup ACK 11750#1] 62984  >  443 [ACK] Seq=7701 Ack=7896310 Win=4162 Len=0 SLE=7897750 SRE=7900630
443  >  62984 [ACK] Seq=909897 Ack=675 Win=512 Len=1440 [TCP segment of a reassembled PDU]
62984  >  443 [ACK] Seq=1953 Ack=2070134 Win=4162 Len=0 SLE=2074454 SRE=2074662
"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=2578029 Ack=2557 Win=519 Len=267 [TCP segment of a reassembled PDU]"
"443  >  62984 [PSH, ACK] Seq=8620328 Ack=8340 Win=541 Len=1006 [TCP segment of a reassembled PDU]"
443  >  62984 [ACK] Seq=6271933 Ack=5784 Win=531 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=228692 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=476263 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]
49926  >  443 Len=477
62984  >  443 [ACK] Seq=1953 Ack=2248518 Win=4162 Len=0
"443  >  62984 [PSH, ACK] Seq=4192327 Ack=3868 Win=524 Len=1440 [TCP segment of a reassembled PDU]"
"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=7242403 Ack=7062 Win=536 Len=1440 [TCP segment of a reassembled PDU]"
[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=2591805 Ack=2592 Win=519 Len=1440 [TCP segment of a reassembled PDU]
[TCP Out-Of-Order] 443  >  62984 [ACK] Seq=6542515 Ack=6423 Win=534 Len=1440 [TCP segment of a reassembled PDU]
"443  >  62984 [PSH, ACK] Seq=1617540 Ack=1314 Win=515 Len=1440 [TCP segment of a reassembled PDU]"
"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=7253923 Ack=7062 Win=536 Len=1440 [TCP segment of a reassembled PDU]"
[TCP Dup ACK 7622#1] 62984  >  443 [ACK] Seq=4506 Ack=4714045 Win=4162 Len=0 SLE=4715485 SRE=4716925
443  >  62984 [ACK] Seq=14651747 Ack=14088 Win=562 Len=1440 [TCP segment of a reassembled PDU]
[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=8162138 Ack=7701 Win=538 Len=1440 [TCP segment of a reassembled PDU]
62984  >  443 [ACK] Seq=8340 Ack=8394559 Win=4162 Len=0
62984  >  443 [ACK] Seq=7701 Ack=8173658 Win=4162 Len=0
443  >  62984 [ACK] Seq=11196951 Ack=10893 Win=550 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=6613075 Ack=6423 Win=534 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=6100573 Ack=5784 Win=531 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=10470980 Ack=10255 Win=548 Len=1440 [TCP segment of a reassembled PDU]
49926  >  443 Len=46
"443  >  62984 [PSH, ACK] Seq=14721357 Ack=14088 Win=562 Len=1440 [TCP segment of a reassembled PDU]"
[TCP Previous segment not captured] 443  >  62984 [ACK] Seq=8395999 Ack=8340 Win=541 Len=1440 [TCP segment of a reassembled PDU]
"[TCP Previous segment not captured] 443  >  62984 [PSH, ACK] Seq=4727005 Ack=4506 Win=526 Len=1440 [TCP segment of a reassembled PDU]"
[TCP Fast Retransmission] 443  >  62984 [ACK] Seq=7837270 Ack=7701 Win=538 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=6973729 Ack=6423 Win=534 Len=1440 [TCP segment of a reassembled PDU]
443  >  62984 [ACK] Seq=9406921 Ack=8979 Win=543 Len=1440 [TCP segment of a reassembled PDU]
[TCP Retransmission] 443  >  62984 [ACK] Seq=14070811 Ack=13449 Win=559 Len=1440
"443  >  62984 [PSH, ACK] Seq=140286 Ack=36 Win=510 Len=1440 [TCP segment of a reassembled PDU]"
443  >  62984 [ACK] Seq=10579910 Ack=10255 Win=548 Len=1440 [TCP segment of a reassembled PDU]
RST. Root = 32768/0/34:a8:4e:07:9d:d8  Cost = 0  Port = 0x8001
[TCP Dup ACK 4058#2] 62984  >  443 [ACK] Seq=2592 Ack=2704510 Win=4162 Len=0 SLE=2711710 SRE=2716030 SLE=2705950 SRE=2710270
62984  >  443 [ACK] Seq=10255 Ack=10512740 Win=4162 Len=0
62984  >  443 [ACK] Seq=675 Ack=1105159 Win=4162 Len=0
